Price,Close,High,Low,Open,Volume
Ticker,APD,APD,APD,APD,APD
Date,,,,,
2024-01-23,251.57785034179688,252.30418991848686,248.89234216871384,250.7272945646121,1539800
2024-01-24,245.76722717285156,252.762941425998,245.7194247878931,251.56831928573035,1768600
2024-01-25,251.96966552734375,252.04613766779948,246.91401707462998,247.64035658107898,1936400
2024-01-26,250.29722595214844,254.37807386486662,249.6951317246602,254.37807386486662,873200
2024-01-29,249.5613250732422,250.61259829213256,248.2520239956329,250.297201743677,1192400
2024-01-30,247.79331970214844,250.6508467367866,247.66907432401953,248.4145174272113,2053700
2024-01-31,244.3814697265625,249.67602866439623,244.10430922216122,249.54221698448535,1941500
2024-02-01,248.06088256835938,248.67254307090752,244.80195004431653,246.39797797112092,1517100
2024-02-02,246.73248291015625,248.4813968319264,244.1807572713738,245.71941653689376,1934600
2024-02-05,208.36122131347656,217.93730198278607,207.41507531943773,216.94338276890676,7998200
2024-02-06,208.38987731933594,210.23436680020885,202.83727625758038,209.02064127371494,4983100
2024-02-07,205.83819580078125,209.89034511952391,203.63053622707173,208.66705310826677,3469400
2024-02-08,210.16749572753906,210.97983006546212,204.32818189102812,204.54798829037315,3243700
2024-02-09,210.1005859375,210.19616154383172,206.90855901196562,209.76610048091916,2381700
2024-02-12,212.72874450683594,213.4837538454218,209.4124723685462,210.61666078634406,1946400
2024-02-13,207.9694061279297,212.75744702388332,206.7556657962224,210.94162697337896,2769700
2024-02-14,207.3959503173828,209.6609637574538,206.717413124302,208.27519044165578,2117100
2024-02-15,216.89559936523438,218.33871228687624,210.50197914582273,211.34299782424765,2429400
2024-02-16,216.80003356933594,217.74616497895062,215.90167537947926,216.81913702412317,1694100
2024-02-20,217.985107421875,218.11890453039132,215.2804809014173,216.41776361520172,1927100
2024-02-21,217.99465942382812,219.68623391700993,216.8955982777081,218.85478155314803,1582300
2024-02-22,221.2440185546875,221.57851858432232,217.0389544887078,217.5836945971309,2181200
2024-02-23,222.47686767578125,222.96428285002733,219.47597739329305,220.9573117881917,1795400
2024-02-26,219.19882202148438,221.65495749343955,218.38647315461185,219.89647724964735,1657100
2024-02-27,221.4638214111328,223.54724995641354,219.42819524965427,219.81046849217705,2338100
2024-02-28,222.1137237548828,224.168468141414,219.5715641693096,220.76618639003487,1793600
2024-02-29,223.6715087890625,227.12157846266564,223.09809885337026,223.52815995083725,1726300
2024-03-01,225.54466247558594,226.01295960934388,222.11371115220402,223.35612110782245,1292400
2024-03-04,227.84791564941406,228.89917447813167,224.97125594282713,224.97125594282713,1861700
2024-03-05,228.96604919433594,229.71149220922476,227.1980026743009,227.4751631645583,2566600
2024-03-06,232.3301239013672,233.08511869133164,230.03644060062854,231.34575640649183,2325400
2024-03-07,234.3083953857422,237.01302153464073,233.45782504499797,235.10162619968395,1993000
2024-03-08,230.9061279296875,235.09208863184574,230.7245430286839,234.66201298934675,1726700
2024-03-11,236.95571899414062,238.293690104338,231.6802629630356,232.4734939007924,1452000
2024-03-12,234.02169799804688,237.20417318234652,233.12333980044522,236.5638574544962,1632600
2024-03-13,236.33445739746094,238.07383406091918,234.10769478170633,234.59509531679106,1144500
2024-03-14,234.2797393798828,236.43961098541342,233.86879635847419,235.72283769271374,1416100
2024-03-15,233.79234313964844,235.68462058439445,232.2345511547104,232.57860292491787,2369600
2024-03-18,234.72891235351562,237.8444816013738,233.73499316332683,233.73499316332683,1172400
2024-03-19,231.10682678222656,235.34056062954903,230.38048719105453,235.00606059858404,1156600
2024-03-20,228.3639678955078,229.86442031970793,227.11200621216577,229.17631679282238,2848600
2024-03-21,225.05726623535156,228.9565147678293,224.9808086661512,228.58377864943114,2328600
2024-03-22,226.2232208251953,226.96866390359273,224.55074976264896,224.58897125622227,1153800
2024-03-25,227.03555297851562,228.2301751545541,224.78010572684335,225.51599707046432,944200
2024-03-26,227.2935791015625,228.54554071874568,225.7453535392797,228.54554071874568,1097100
2024-03-27,232.3301239013672,232.33967562885886,228.01036608034764,228.29707831578872,926600
2024-03-28,233.2350616455078,234.3710490134181,231.8006227264436,232.71519156649336,1439900
2024-04-01,234.3421630859375,235.52628871877852,232.52264723459845,233.87043131346266,851300
2024-04-02,230.89566040039062,234.63096853686844,228.43113264880515,234.01483659897207,1227300
2024-04-03,230.66464233398438,232.3012415745776,229.99073556749403,231.16523948256875,1009000
2024-04-04,228.2675018310547,232.43602571597933,227.7668899803922,232.1279523648806,829600
2024-04-05,229.7789306640625,230.8475361656116,227.80539279998774,228.046069582411,1588700
2024-04-08,228.76809692382812,231.8391349775569,228.4600235952966,230.58761278745104,1013600
2024-04-09,230.72238159179688,230.77051988359415,228.18083549618993,229.96183477473502,890800
2024-04-10,227.1122589111328,227.99794777171434,225.92811847938324,226.81382202971085,1407400
2024-04-11,227.43959045410156,229.34574671811154,226.18806807661636,227.68026726939692,1737600
2024-04-12,222.89556884765625,226.59236050584192,222.0772619545279,225.5815298245877,1520100
2024-04-15,222.5393829345703,225.52376621350754,221.09532224451343,224.43591714935795,1307400
2024-04-16,219.26617431640625,222.5008709150245,219.04475578592286,222.00027377564862,2590000
2024-04-17,220.46954345703125,221.56702894240635,219.26615960509608,220.62358011561759,1452500
2024-04-18,224.33001708984375,224.8209924324605,219.95931854123538,222.30832626307847,1302000
2024-04-19,223.00148010253906,226.92932697502928,222.28907153452656,224.37815894387828,1797200
2024-04-22,225.6200408935547,225.8318376348177,220.6428468533635,223.28065495678402,1591200
2024-04-23,224.9943084716797,226.41911102909168,223.43471280273582,224.76325345301305,1175200
2024-04-24,225.9281005859375,226.31319224900383,223.10737576648305,223.76200955907845,1297300
2024-04-25,226.3131866455078,227.17961715890073,224.76322762818683,225.73555651008283,1037600
2024-04-26,227.27589416503906,229.5093670006741,225.71631336214975,226.12064858179718,1251400
2024-04-29,229.23980712890625,230.60684943130602,227.77650293153837,228.16157989089953,1623400
2024-04-30,227.5261993408203,228.305989764946,220.27701583467774,223.9064258241124,3555900
2024-05-01,228.63331604003906,231.88725607139605,224.81136765156893,225.25420469435818,1845100
2024-05-02,234.60211181640625,235.02570532013686,226.37096260271866,229.76931772617723,1811400
2024-05-03,236.7008056640625,238.16412466617513,234.97756630433926,235.1219665030118,1559500
2024-05-06,238.3662872314453,238.5106874226045,235.7573444897931,238.20261409513856,936900
2024-05-07,239.37713623046875,239.67558779789863,237.33620169424597,239.34825619003132,1099800
2024-05-08,237.08590698242188,239.70447174961228,236.5852951237615,239.32901652805353,891300
2024-05-09,241.2640380859375,241.44695479376327,237.49984962516646,238.13523986611534,840300
2024-05-10,241.20628356933594,243.48789485383543,240.5612715303771,242.46742760743052,1555100
2024-05-13,240.9270782470703,244.26767312427086,240.72491797839245,242.19785869488203,2289400
2024-05-14,239.2904815673828,242.7851131454001,239.10756486256446,242.38077791410186,1613400
2024-05-15,242.2171173095703,242.3807757572291,239.32899594907343,240.79230019510888,1068100
2024-05-16,247.45423889160156,248.50358609523045,242.73696533195584,243.11242050984805,2746000
2024-05-17,252.90318298339844,253.17273981333813,246.31825483699103,248.37844757424182,2877900
2024-05-20,256.2822570800781,256.494053824047,251.40135425502856,251.8153112702209,2246000
2024-05-21,254.79006958007812,257.2834774921622,253.88512253807207,256.1859772746056,1900200
2024-05-22,254.78042602539062,254.82857900768462,251.52647135366783,253.41339840724567,1060000
2024-05-23,253.1919708251953,255.30993822647946,251.66127004042204,254.63603149530098,1466500
2024-05-24,254.74191284179688,256.50368329569943,253.6251984544301,254.7515493142793,1070600
2024-05-28,254.76116943359375,255.44468320771645,253.20158872499587,254.34721245627208,1207700
2024-05-29,250.5637969970703,254.31837865003777,249.88028309869878,252.72028114297052,1109100
2024-05-30,250.78521728515625,251.74792445323746,248.6865227098171,251.13177776350972,1185600
2024-05-31,256.7540283203125,256.97543217889466,250.8237482966029,251.7479390051247,2569000
2024-06-03,260.8069763183594,261.4230935669101,255.81052426590463,256.3303943108765,2101800
2024-06-04,260.2197265625,261.0765500138958,257.4182746565749,259.73837299551093,1453800
2024-06-05,260.24859619140625,261.8370864025228,258.92008507842854,260.86474283466174,804100
2024-06-06,259.661376953125,260.02721037546456,257.2160925349797,259.7095005594366,1341300
2024-06-07,269.10552978515625,270.7132636605233,258.42911096479264,260.2390051163946,2225300
2024-06-10,271.7818298339844,272.2631833676607,268.04652171193777,270.472562324539,1942000
2024-06-11,270.3377685546875,272.60013603318777,269.57722174713035,270.5592017562388,1700700
2024-06-12,272.4942626953125,273.0237692858975,270.24153136055753,272.08994212162156,1400200
2024-06-13,274.66998291015625,275.9214904911509,271.92626157390794,272.3594915562861,2049400
2024-06-14,264.8792419433594,273.95756272008816,264.6096557547675,272.9563391236385,1503300
2024-06-17,262.9248962402344,264.8792196662286,261.01875517170606,263.23296953315344,1217500
2024-06-18,264.4556884765625,265.9286293668684,261.4327736648471,262.53027401187546,1160600
2024-06-20,261.9237365722656,265.1006583575002,261.8563400219177,263.70475064316565,1146600
2024-06-21,262.7323913574219,265.0140024243984,258.3424494458873,258.78528647411986,2500400
2024-06-24,260.79736328125,263.71436479542496,260.3834062543006,263.71436479542496,2891100
2024-06-25,257.12945556640625,260.2101302748624,255.49287099837562,260.0657300746673,3646000
2024-06-26,253.8658905029297,256.09934879151547,249.28339500799467,256.0031015788583,6456100
2024-06-27,253.25936889648438,255.11738658544422,251.62275504206488,255.0981430196767,2748000
2024-06-28,248.42657470703125,252.66250977977316,247.79121382561138,251.81532276522478,2606700
2024-07-01,239.76052856445312,249.99692637222614,239.13045303080645,248.66891327975858,1974700
2024-07-02,243.30836486816406,244.1614029124394,238.46158469150743,240.9528368020846,2832500
2024-07-03,245.24708557128906,246.63325765082917,243.53132118682356,243.65734220903622,763700
2024-07-05,244.9272003173828,246.4975524425103,244.2486540158586,244.91751208136105,1381400
2024-07-08,247.08885192871094,247.5541534836931,246.01286611851387,246.2745963942914,1182000
2024-07-09,246.8949737548828,248.05819801319484,246.0904064884906,246.47815776872721,1740800
2024-07-10,247.82557678222656,249.82244792286536,246.32307191320618,248.83371537962856,2172300
2024-07-11,250.09388732910156,254.4947725442444,247.9031477494232,248.29089908511918,1410500
2024-07-12,253.3024444580078,255.64829927639786,250.4428320811242,252.89533145518703,1054700
2024-07-15,251.8774871826172,253.4575423695189,250.92750754850923,252.18768823649742,998500
2024-07-16,259.3318176269531,261.0281906801357,251.2861744076751,252.34276893091246,1210800
2024-07-17,262.1817321777344,263.58731028400314,259.5160030386997,259.5741620351413,725300
2024-07-18,258.4206848144531,264.4112994712744,258.32374327084256,259.5160621342006,696900
2024-07-19,254.85340881347656,258.9731721255235,253.88405274005376,258.9731721255235,762600
2024-07-22,240.9334716796875,254.94066495168235,240.4294023450909,254.81464392023295,3865900
2024-07-23,248.15516662597656,248.15516662597656,240.8171337005806,241.75741031992038,3224100
2024-07-24,252.22645568847656,252.2846146848029,248.37811099208915,248.55258798106817,2826900
2024-07-25,250.7142791748047,252.75960637293932,249.47347495151052,249.70614053457862,1760200
2024-07-26,252.98255920410156,255.39624636544667,250.76272550839394,251.98412362974918,1042900
2024-07-29,257.5966796875,258.2073787616449,253.0019412552103,253.50599577586306,1539600
2024-07-30,256.1329345703125,259.1379143640861,255.8711895297995,256.5497505310751,964600
2024-07-31,255.76458740234375,259.83586486700653,255.36714789107947,257.7517553762675,1813000
2024-08-01,278.6607971191406,286.92940340560756,273.3584181093964,279.7658476818411,3842800
2024-08-02,273.1063232421875,277.20670937050784,268.88964872083045,274.1338381350233,1832100
2024-08-05,269.9365539550781,272.44718232848186,266.9703270995574,267.1738835670236,1111500
2024-08-06,270.0238342285156,273.494145650384,269.2774406773677,270.217717282466,838500
2024-08-07,268.9381408691406,274.628256064626,268.8799818735996,272.0497654601794,1167900
2024-08-08,270.6539001464844,271.5166412487342,268.4243930174157,268.511631513868,940800
2024-08-09,269.7039489746094,271.53601655705705,268.2886678184927,270.4406394689611,1228700
2024-08-12,265.5357360839844,269.2483868865915,264.63424192007744,269.1320688760749,1375600
2024-08-13,268.0754089355469,268.84120851280466,265.2933617518781,266.34995631675304,695300
2024-08-14,268.0172424316406,268.75396248950335,264.9249942928521,267.7555269501151,706600
2024-08-15,265.4872741699219,269.4810168811633,263.46132331232235,269.00604182137477,846400
2024-08-16,267.5810852050781,267.6392442086327,264.94443524179417,265.952544358342,764900
2024-08-19,265.76837158203125,268.8799963404887,265.33214950960445,266.89279861125567,548000
2024-08-20,265.0413513183594,266.9606574161193,263.78117067010913,264.89592424103836,564400
2024-08-21,267.0769958496094,268.07543150100497,263.53885181791054,264.68268497535365,598600
2024-08-22,266.0203552246094,267.581033739556,264.9637607533857,267.2611296991323,545800
2024-08-23,267.4065856933594,267.9397493499322,265.63267687316346,267.14487017043314,514200
2024-08-26,270.2177429199219,271.07078110639645,267.2999713008221,267.2999713008221,1058500
2024-08-27,269.39373779296875,271.2355083331184,266.48566970355404,270.30493482757726,1595300
2024-08-28,268.3080749511719,271.1579841641247,266.9606558140549,269.6263850070795,670200
2024-08-29,268.60858154296875,270.87687126975334,267.19332991837337,269.0641800938016,506700
2024-08-30,270.304931640625,270.7120446022,265.9719090551884,269.3743581460555,919000
2024-09-03,266.757080078125,269.95594304602383,265.4678200316367,268.0560135685856,1600000
2024-09-04,266.2530517578125,270.4503506349227,265.98163323437814,267.38718182336316,718500
2024-09-05,265.1673583984375,266.9703761890012,262.5694910612914,266.2239826161171,1008700
2024-09-06,260.4756774902344,266.58263886057443,259.15736735257707,264.46942001389215,1066100
